Date,Account ID,Invoice/CM #,Line Description,Debit Amnt,Credit Amnt,Name,Sales Rep Name,Qty,Item ID,Item Description,Sku Type,Principla
04/12/2023,1100,COL23-04C-0111,4A-STORE  (LIBONA),4013.35,,4A-STORE  (LIBONA),JOHN JASPE,,,,CASE,CIFPI
04/12/2023,4000,COL23-04C-0113,V FRESH WINTER 50PCSX40,,1513.6,PHILSAM STORE (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0113,Cost of sales,1227.67,,PHILSAM STORE (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0113,Cost of sales,,1227.67,PHILSAM STORE (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,1100,COL23-04C-0113,PHILSAM STORE (BANISILAN),1513.6,,PHILSAM STORE (BANISILAN),EDWIN AGCOPRA JR,,,,CASE,CIFPI
04/12/2023,4000,COL23-04C-0114,V FRESH WINTER 50PCSX40,,1513.6,LAGAT STORE (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0114,Cost of sales,1227.67,,LAGAT STORE (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0114,Cost of sales,,1227.67,LAGAT STORE (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0114,FRUTOS 50PCSX40,,1454.11,LAGAT STORE (BANISILAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0114,Cost of sales,1130.16,,LAGAT STORE (BANISILAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0114,Cost of sales,,1130.16,LAGAT STORE (BANISILAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,CASE,CIFPI
04/12/2023,1100,COL23-04C-0114,LAGAT STORE (BANISILAN),2967.71,,LAGAT STORE (BANISILAN),EDWIN AGCOPRA JR,,,,CASE,CIFPI
04/12/2023,4000,COL23-04C-0115,V FRESH WINTER 50PCSX40,,1513.6,SERVIGON STORE 1 (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0115,Cost of sales,1227.67,,SERVIGON STORE 1 (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0115,Cost of sales,,1227.67,SERVIGON STORE 1 (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0115,PINTOORA GUMBALL 25PCSX40,,1077.36,SERVIGON STORE 1 (BANISILAN),EDWIN AGCOPRA JR,1,877,PINTOORA GUMBALL 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0115,JUMBO REG. JAR 100PCSX12,,1321.92,SERVIGON STORE 1 (BANISILAN),EDWIN AGCOPRA JR,1,979,JUMBO REG. JAR 100PCSX12,CASE,CIFPI
04/12/2023,1100,COL23-04C-0115,SERVIGON STORE 1 (BANISILAN),3912.88,,SERVIGON STORE 1 (BANISILAN),EDWIN AGCOPRA JR,,,,CASE,CIFPI
04/12/2023,4000,COL23-04C-0116,V FRESH WINTER 50PCSX40,,3027.2,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,2,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0116,Cost of sales,2455.34,,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,2,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0116,Cost of sales,,2455.34,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,2,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0116,FRUTOS 50PCSX40,,1454.11,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0116,Cost of sales,1130.16,,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0116,Cost of sales,,1130.16,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0116,FRUTOS SAMPALOK 50PCSX40,,1454.11,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,1081,FRUTOS SAMPALOK 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0116,Cost of sales,1111.15,,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,1081,FRUTOS SAMPALOK 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0116,Cost of sales,,1111.15,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,1081,FRUTOS SAMPALOK 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0116,FRUTOS TROPICAL FRUIT 50PCSX40,,1454.11,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,907,FRUTOS TROPICAL FRUIT 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0116,POTCHI STRAWBERRY 50PCSX40,,1513.6,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,890,POTCHI STRAWBERRY 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0116,Cost of sales,1152.76,,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,890,POTCHI STRAWBERRY 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0116,Cost of sales,,1152.76,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,890,POTCHI STRAWBERRY 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0116,BUTTERKIST 50PCSX40,,1454.11,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,837,BUTTERKIST 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0116,Cost of sales,1087.68,,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,837,BUTTERKIST 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0116,Cost of sales,,1087.68,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,837,BUTTERKIST 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0116,MONAMI STRAWBERRY&CREAM 50PCSX40,,1394.63,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,965,MONAMI STRW&CREAM 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0116,Cost of sales,1111.15,,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,965,MONAMI STRW&CREAM 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0116,Cost of sales,,1111.15,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,1,965,MONAMI STRW&CREAM 50PCSX40,CASE,CIFPI
04/12/2023,1100,COL23-04C-0116,JM3 STORE (BANISILAN),11751.87,,JM3 STORE (BANISILAN),EDWIN AGCOPRA JR,,,,CASE,CIFPI
04/12/2023,4000,COL23-04C-0117,V FRESH WINTER 50PCSX40,,1513.6,MA. CELINA STORE (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0117,Cost of sales,1227.67,,MA. CELINA STORE (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0117,Cost of sales,,1227.67,MA. CELINA STORE (BANISILAN),EDWIN AGCOPRA JR,1,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,1100,COL23-04C-0117,MA. CELINA STORE (BANISILAN),1513.6,,MA. CELINA STORE (BANISILAN),EDWIN AGCOPRA JR,,,,CASE,CIFPI
04/12/2023,4000,COL23-04C-0118,V FRESH WINTER 50PCSX40,,3027.2,PRAJES STORE (PUNTIAN),ANJON OYAN,2,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0118,Cost of sales,2455.34,,PRAJES STORE (PUNTIAN),ANJON OYAN,2,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0118,Cost of sales,,2455.34,PRAJES STORE (PUNTIAN),ANJON OYAN,2,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0118,JUMBO REG. JAR 100PCSX12,,2643.84,PRAJES STORE (PUNTIAN),ANJON OYAN,2,979,JUMBO REG. JAR 100PCSX12,CASE,CIFPI
04/12/2023,4000,COL23-04C-0118,CHOCO JOY 50PCSX40,,2947.88,PRAJES STORE (PUNTIAN),ANJON OYAN,2,809,CHOCO JOY 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0118,Cost of sales,2268.08,,PRAJES STORE (PUNTIAN),ANJON OYAN,2,809,CHOCO JOY 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0118,Cost of sales,,2268.08,PRAJES STORE (PUNTIAN),ANJON OYAN,2,809,CHOCO JOY 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0118,POTCHI GUMMY WORMS JAR 120PCSX12,,2501.08,PRAJES STORE (PUNTIAN),ANJON OYAN,2,749,POTCHI G.WORMS JAR 120PCSX12,CASE,CIFPI
04/12/2023,5000,COL23-04C-0118,Cost of sales,1883.54,,PRAJES STORE (PUNTIAN),ANJON OYAN,2,749,POTCHI G.WORMS JAR 120PCSX12,CASE,CIFPI
04/12/2023,1200,COL23-04C-0118,Cost of sales,,1883.54,PRAJES STORE (PUNTIAN),ANJON OYAN,2,749,POTCHI G.WORMS JAR 120PCSX12,CASE,CIFPI
04/12/2023,1100,COL23-04C-0118,PRAJES STORE (PUNTIAN),11120,,PRAJES STORE (PUNTIAN),ANJON OYAN,,,,CASE,CIFPI
04/12/2023,4000,COL23-04C-0119,POTCHI GUMMY WORMS JAR 120PCSX12,,1250.54,GALERA STORE (PUNTIAN),ANJON OYAN,1,749,POTCHI G.WORMS JAR 120PCSX12,CASE,CIFPI
04/12/2023,5000,COL23-04C-0119,Cost of sales,941.77,,GALERA STORE (PUNTIAN),ANJON OYAN,1,749,POTCHI G.WORMS JAR 120PCSX12,CASE,CIFPI
04/12/2023,1200,COL23-04C-0119,Cost of sales,,941.77,GALERA STORE (PUNTIAN),ANJON OYAN,1,749,POTCHI G.WORMS JAR 120PCSX12,CASE,CIFPI
04/12/2023,1100,COL23-04C-0119,GALERA STORE (PUNTIAN),1250.54,,GALERA STORE (PUNTIAN),ANJON OYAN,,,,CASE,CIFPI
04/12/2023,4000,COL23-04C-0120,FROOTY RAINBOW POP 25PCSX40,,1275.65,ROLLEN STORE  (PUNTIAN),ANJON OYAN,1,865,FROOTY RAINBOW POP 25PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0120,Cost of sales,1000,,ROLLEN STORE  (PUNTIAN),ANJON OYAN,1,865,FROOTY RAINBOW POP 25PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0120,Cost of sales,,1000,ROLLEN STORE  (PUNTIAN),ANJON OYAN,1,865,FROOTY RAINBOW POP 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0120,POTCHI STRAWBERRY 50PCSX40,,1513.6,ROLLEN STORE  (PUNTIAN),ANJON OYAN,1,890,POTCHI STRAWBERRY 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0120,Cost of sales,1152.76,,ROLLEN STORE  (PUNTIAN),ANJON OYAN,1,890,POTCHI STRAWBERRY 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0120,Cost of sales,,1152.76,ROLLEN STORE  (PUNTIAN),ANJON OYAN,1,890,POTCHI STRAWBERRY 50PCSX40,CASE,CIFPI
04/12/2023,1100,COL23-04C-0120,ROLLEN STORE  (PUNTIAN),2789.25,,ROLLEN STORE  (PUNTIAN),ANJON OYAN,,,,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,V FRESH WINTER 50PCSX40,,7568,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,5,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,6138.35,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,5,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,6138.35,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,5,988,V FRESH WINTER 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,ICOOL MENTHOLATED GUM 50PCSX40,,4540.8,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,975,ICOOL MENTHOL GUM 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,3500.64,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,975,ICOOL MENTHOL GUM 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,3500.64,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,975,ICOOL MENTHOL GUM 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,ICOOL CHERRYMINT GUM 50PCSX40,,4540.8,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1017,ICOOL CHERRY MINT GUM 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,3423.72,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1017,ICOOL CHERRY MINT GUM 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,3423.72,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1017,ICOOL CHERRY MINT GUM 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,PINTOORA GUMBALL 25PCSX40,,3232.08,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,877,PINTOORA GUMBALL 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,YAKEE! SUPER ASIM GUMBALL 25PCSX40,,3232.08,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,876,YAKEE! SUPER ASIM 25PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,3008.85,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,876,YAKEE! SUPER ASIM 25PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,3008.85,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,876,YAKEE! SUPER ASIM 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,JUMBO REG. PACK 25PCSX40,,3192.45,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,839,JUMBO REG. PACK 25PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,2727.93,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,839,JUMBO REG. PACK 25PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,2727.93,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,839,JUMBO REG. PACK 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,JUMBO CHERRI PACK 25PCSX40,,3192.45,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,931,JUMBO CHERRI PACK 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,GUMBALL 50PCSX40,,3232.08,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,816,GUMBALL 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,2864.16,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,816,GUMBALL 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,2864.16,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,816,GUMBALL 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,JUMBO REG. JAR 100PCSX12,,3965.76,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,979,JUMBO REG. JAR 100PCSX12,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,JUMBO CHERRI JAR 100PCSX12,,3965.76,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,710,JUMBO CHERRI JAR 100PCSX12,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,3499.47,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,710,JUMBO CHERRI JAR 100PCSX12,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,3499.47,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,710,JUMBO CHERRI JAR 100PCSX12,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,JUMBO EASTER EGG GUMBALL 120PCSX12,,3965.76,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,145,JUMBO EASTER EGG 120PCSX12,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,JUMBO CRAYON GUMBALL 120PCSX12,,3965.76,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,146,JUMBO CRAYON 120PCSX12,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,BLOWEE TATTOO GUM 25PCSX40,,2349.72,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1087,BLOWEE TATTOO 25PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,1952.88,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1087,BLOWEE TATTOO 25PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,1952.88,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1087,BLOWEE TATTOO 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FROOTY RAINBOW POP 25PCSX40,,3826.95,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,865,FROOTY RAINBOW POP 25PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,3000,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,865,FROOTY RAINBOW POP 25PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,3000,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,865,FROOTY RAINBOW POP 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FROOTY CHOCOLICIOUS 20PCSX50,,3717.9,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,868,FROOTY CHOCOLICIOUS 20PCSX50,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,2820,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,868,FROOTY CHOCOLICIOUS 20PCSX50,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,2820,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,868,FROOTY CHOCOLICIOUS 20PCSX50,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FROOTY BUBBLE POP 25PCSX40,,3945.93,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,829,FROOTY BUBBLE POP 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FROOTY CHOCO POP 25PCSX40,,3826.95,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,863,FROOTY CHOCO POP 25PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,2838,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,863,FROOTY CHOCO POP 25PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,2838,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,863,FROOTY CHOCO POP 25PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FROOTY PINTOORA POP 20PCSX50,,3717.9,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,719,FROOTY PINTOORA POP 20PCSX50,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,2820,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,719,FROOTY PINTOORA POP 20PCSX50,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,2820,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,719,FROOTY PINTOORA POP 20PCSX50,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FROOTY TWIN POP 20PCSX50,,3717.9,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,725,FROOTY TWIN POP 20PCSX50,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FROOTY MILKY POP 20PCSX32,,3652.47,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1085,FROOTY MILKY POP 20PCSX32,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,2986.56,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1085,FROOTY MILKY POP 20PCSX32,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,2986.56,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1085,FROOTY MILKY POP 20PCSX32,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FRUTOS 50PCSX40,,14541.1,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,10,830,FRUTOS 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,11301.6,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,10,830,FRUTOS 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,11301.6,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,10,830,FRUTOS 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FRUTOS SAMPALOK 50PCSX40,,4362.33,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1081,FRUTOS SAMPALOK 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,3333.45,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1081,FRUTOS SAMPALOK 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,3333.45,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1081,FRUTOS SAMPALOK 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FRUTOS TROPICAL FRUIT 50PCSX40,,4362.33,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,907,FRUTOS TROPICAL FRUIT 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FRUTOS DOUBLICIOUS 50PCSX40,,4362.33,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,878,FRUTOS DOUBLICIOUS 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,FRUTOS MILK TEA 50PCSX40,,4362.33,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1086,FRUTOS MILK TEA 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,3333.45,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1086,FRUTOS MILK TEA 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,3333.45,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,1086,FRUTOS MILK TEA 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,CHOCO JOY 50PCSX40,,7369.7,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,5,809,CHOCO JOY 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,5670.2,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,5,809,CHOCO JOY 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,5670.2,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,5,809,CHOCO JOY 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,CHAMPI CHOCO 50PCSX40,,7369.7,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,5,971,CHAMPI CHOCO 50PCSX40,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,5670.2,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,5,971,CHAMPI CHOCO 50PCSX40,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,5670.2,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,5,971,CHAMPI CHOCO 50PCSX40,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,POTCHI GUMMY WORMS JAR 120PCSX12,,3751.62,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,749,POTCHI G.WORMS JAR 120PCSX12,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,2825.31,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,749,POTCHI G.WORMS JAR 120PCSX12,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,2825.31,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,749,POTCHI G.WORMS JAR 120PCSX12,CASE,CIFPI
04/12/2023,4000,COL23-04C-0121,POTCHI HOOLA HOOP JAR 120PCX12,,3751.62,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,112,POTCHI HOOLAHOOP JAR 120PCSX12,CASE,CIFPI
04/12/2023,5000,COL23-04C-0121,Cost of sales,2825.31,,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,112,POTCHI HOOLAHOOP JAR 120PCSX12,CASE,CIFPI
04/12/2023,1200,COL23-04C-0121,Cost of sales,,2825.31,D'PRIME SAVERS CORP. (GINGOOG),PRIESTIAN EMANEL,3,112,POTCHI HOOLAHOOP JAR 120PCSX12,CASE,CIFPI
